Variable,REGION,EMISSION,TECHNOLOGY,STORAGE,TIMESLICE,FUEL,SEASON,DAYTYPE,DAILYTIMEBRACKET,MODE_OF_OPERATION,REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,
ProductionByTechnologyAnnual,Uganda,,UGHYDMS02,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGHYDMS02,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGHYDMS02,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGHYDMS02,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGHYDMS02,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262768070924047,0,0.0262768070924011,8.73078215792376,0.0102765637960452,0,0.064331489897345,0.577539332035983,8.73078215792375,7.71915502654584,0,0,0.0953565608748379,8.74080215647143,0.0788128924259423,0,4.1863402283913,26.0675814928602,26.0675814928602,13.3930577876697,0,4.17033293337215,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00I00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNG00X00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126128694224134,0,0.0126128694224117,4.19077610632758,0.00493275141134191,0,0.0308791200913848,0.277218923732299,4.19077610632758,3.7051950055732,0,0,0.0457711565433072,4.1955857064,0.0378301944172834,0,2.00944363113881,4.1955857064,4.1955857064,4.1955857064,0,2.00176012830025,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGCCP00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20323703795459,5.20323703795459,1.39707376312259,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNGGCP00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGNULWP00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC1P00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25775014268158,2.54734685436741,2.54734685436741,2.54734685436741,8.00714093445138,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,9.93384,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOC2P00,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL3C,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL3I,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL3R,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGEL3U,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGGAS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOPV,,,UGOIL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOU1P03,,,UGBIOMASS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOU1P03,,,UGCOAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOU1P03,,,UGDIESEL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProductionByTechnologyAnnual,Uganda,,UGSOU1P03,,,UGEL_Export,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
